,Mean,Max,Min
2286,58.5,61.0,57.0
2287,59.5,62.0,58.0
2288,58.75,63.0,57.0
2289,58.5,66.0,55.0
2290,59.75,68.0,57.0
2291,59.75,68.0,57.0
2292,60.5,66.0,58.0
2293,60.25,65.0,58.0
2294,59.5,64.0,57.0
2295,58.25,63.0,55.0
2296,56.5,61.0,54.0
2297,55.75,61.0,54.0
2298,55.0,61.0,52.0
2299,55.0,59.0,53.0
2300,54.25,60.0,52.0
2301,54.0,60.0,52.0
2302,54.0,60.0,52.0
2303,54.25,59.0,52.0
2304,54.25,60.0,52.0
2305,55.25,60.0,53.0
2306,56.75,63.0,54.0
2307,58.0,64.0,55.0
2308,58.75,65.0,56.0
2309,59.75,65.0,57.0
2310,60.0,61.0,59.0
2311,62.5,65.0,61.0
2312,63.75,67.0,61.0
2313,63.25,67.0,61.0
2314,63.25,67.0,61.0
2315,62.0,67.0,59.0
2316,60.25,67.0,57.0
2317,58.75,64.0,57.0
2318,58.0,63.0,55.0
2319,56.75,62.0,55.0
2320,56.0,61.0,54.0
2321,56.0,62.0,54.0
2322,54.25,60.0,52.0
2323,53.75,59.0,52.0
2324,53.5,58.0,52.0
2325,52.75,60.0,50.0
2326,53.333333333333336,60.0,50.0
2327,53.333333333333336,60.0,50.0
2328,52.25,60.0,49.0
2329,53.0,60.0,50.0
2330,54.0,61.0,51.0
2331,55.25,63.0,52.0
2332,56.25,64.0,53.0
2333,56.0,64.0,52.0
2334,55.0,62.0,52.0
2335,57.25,67.0,54.0
2336,57.0,67.0,53.0
2337,57.75,67.0,54.0
2338,57.25,66.0,54.0
2339,55.5,59.0,54.0
2340,55.75,60.0,54.0
2341,55.333333333333336,60.0,52.0
2342,53.75,59.0,52.0
2343,53.0,58.0,50.0
2344,52.0,58.0,50.0
2345,50.75,58.0,48.0
2346,50.5,57.0,48.0
2347,50.5,58.0,48.0
2348,50.25,57.0,48.0
2349,50.5,57.0,48.0
2350,50.5,57.0,48.0
2351,50.5,57.0,48.0
2352,50.75,58.0,48.0
2353,51.75,58.0,49.0
2354,53.5,59.0,50.0
2355,54.5,60.0,52.0
2356,55.5,61.0,53.0
2357,56.5,64.0,54.0
2358,56.5,62.0,54.0
2359,57.0,63.0,55.0
2360,57.25,64.0,55.0
2361,57.75,63.0,55.0
2362,57.75,60.0,57.0
2363,58.25,64.0,55.0
2364,57.0,61.0,55.0
2365,57.5,63.0,55.0
2366,57.0,60.0,55.0
2367,55.0,58.0,52.0
2368,52.75,55.0,50.0
2369,52.0,56.0,50.0
2370,51.0,57.0,48.0
2371,49.5,56.0,46.0
2372,48.0,55.0,45.0
2373,47.25,55.0,43.0
2374,50.5,55.0,46.0
2375,46.0,46.0,46.0
2376,50.75,59.0,48.0
2377,53.25,61.0,50.0
2378,56.5,63.0,53.0
2379,59.25,66.0,57.0
2380,61.0,68.0,58.0
2381,60.25,69.0,57.0
2382,61.25,68.0,59.0
2383,64.25,71.0,60.0
2384,65.75,71.0,64.0
2385,66.0,71.0,64.0
2386,65.5,70.0,63.0
2387,65.0,69.0,63.0
2388,64.25,67.0,63.0
2389,62.25,65.0,61.0
2390,60.25,63.0,59.0
2391,58.5,61.0,57.0
2392,57.25,60.0,55.0
2393,56.0,59.0,55.0
2394,55.5,58.0,54.0
2395,54.75,57.0,54.0
2396,54.75,57.0,54.0
2397,54.75,57.0,54.0
2398,55.0,57.0,54.0
2399,55.5,57.0,55.0
2400,56.0,58.0,55.0
2401,58.333333333333336,62.0,56.0
2402,60.0,64.0,57.0
2403,61.75,67.0,59.0
2404,63.0,67.0,61.0
2405,64.5,70.0,61.0
2406,65.5,68.0,64.0
2407,67.0,71.0,65.0
2408,67.5,71.0,66.0
2409,67.5,71.0,66.0
2410,67.25,72.0,64.0
2411,65.5,69.0,64.0
2412,64.5,68.0,63.0
2413,62.25,67.0,59.0
2414,59.75,65.0,57.0
2415,58.0,64.0,55.0
2416,57.25,64.0,54.0
2417,56.75,66.0,52.0
2418,56.0,67.0,52.0
2419,55.0,66.0,50.0
2420,54.75,65.0,50.0
2421,53.75,64.0,50.0
2422,54.5,64.0,50.0
2423,54.5,64.0,50.0
